Account_ID,Customer_ID,Product_Type,Disbursement_Date,Loan_Amount,Tenure_Months,Interest_Rate,EMI_Amount,Outstanding_Balance,Months_On_Book,EMIs_Due,EMIs_Paid,Current_DPD,DPD_Bucket,Customer_Age,Gender,Monthly_Income,Employment_Type,Employment_Years,City,Residence_Type,Marital_Status,Dependents,Bureau_Score,Total_Trade_Lines,Active_Accounts,Delinquent_Accounts,Credit_Utilization_Pct,Enquiries_Last_3M,Enquiries_Last_6M,Enquiries_Last_12M,Worst_DPD_Last_12M,Written_Off_Accounts,Collection_Calls,PTP_Count,PTP_Kept,Bounce_Count
LN2024003915,CUS0003915,Consumer Durable,2024-07-02,10400.0,12,22.51,976.0,2080.0,7,7,7,0,Current,40,Male,4000,Self-Employed,0.9,Makkah,Owned,Married,3,672,5,3,0,21.4,1,2,3,0,0,0,0,0,0
LN2024003916,CUS0003916,Personal Loan,2024-05-13,27400.0,12,22.09,2566.0,5480.0,9,9,9,0,Current,31,Male,7763,Government,5.0,Riyadh,Owned,Married,2,665,6,4,0,41.4,3,5,5,0,0,0,0,0,0
LN2024003917,CUS0003917,Consumer Durable,2023-12-19,5900.0,6,23.25,1051.0,1180.0,14,6,6,0,Current,23,Male,4000,Salaried,4.4,Dammam,Family,Married,3,728,3,1,0,46.3,2,2,4,30,0,0,0,0,0
LN2024003918,CUS0003918,Consumer Durable,2025-01-14,3800.0,6,16.88,665.0,760.0,1,1,1,0,Current,37,Male,4000,Self-Employed,5.5,Dammam,Owned,Married,2,770,7,3,0,13.3,0,2,8,0,0,0,0,0,0
LN2024003919,CUS0003919,Personal Loan,2023-12-01,15600.0,36,24.13,613.0,5794.29,14,14,11,82,61-90 DPD,38,Male,4000,Salaried,0.8,Jeddah,Owned,Single,0,621,9,8,0,62.7,2,3,3,0,0,6,1,1,0
LN2024003920,CUS0003920,Personal Loan,2024-02-13,10700.0,36,23.33,416.0,2140.0,12,12,12,0,Current,40,Male,4000,Salaried,3.0,Jeddah,Company Provided,Married,3,664,11,7,1,55.3,0,1,2,0,0,0,0,0,0
LN2024003921,CUS0003921,Auto Loan,2024-08-15,28800.0,60,16.86,714.0,5760.0,6,6,6,0,Current,52,Male,10178,Government,0.5,Riyadh,Rented,Married,0,668,7,4,0,26.7,2,5,6,0,0,0,0,0,0
LN2024003922,CUS0003922,Personal Loan,2023-10-16,12900.0,36,24.74,511.0,3870.0,16,16,14,37,31-60 DPD,44,Female,4306,Salaried,5.1,Dammam,Rented,Married,2,555,9,7,1,40.4,1,3,4,0,0,1,0,0,1
LN2024003923,CUS0003923,Consumer Durable,2024-11-07,8300.0,12,3.95,707.0,1660.0,3,3,3,0,Current,33,Male,4000,Salaried,1.1,Tabuk,Owned,Single,0,710,4,2,0,50.3,0,1,1,0,0,0,0,0,0
LN2024003924,CUS0003924,Personal Loan,2023-08-21,26400.0,36,18.19,957.0,5280.0,18,18,18,0,Current,47,Male,8342,Business Owner,5.7,Riyadh,Owned,Single,0,654,7,5,0,51.7,1,2,2,0,0,0,0,0,0
LN2024003925,CUS0003925,Consumer Durable,2024-11-29,5600.0,12,21.01,521.0,1120.0,3,3,3,0,Current,33,Female,4000,Salaried,3.6,Riyadh,Owned,Divorced,0,704,9,5,0,47.5,0,0,1,0,0,0,0,0,0
LN2024003926,CUS0003926,Auto Loan,2024-11-08,36400.0,48,16.27,1037.0,7280.0,3,3,3,0,Current,32,Male,15172,Self-Employed,8.2,Riyadh,Family,Married,2,720,6,4,0,41.2,1,1,2,0,0,0,0,0,0
LN2024003927,CUS0003927,Consumer Durable,2023-08-17,7800.0,6,0.78,1303.0,2600.0,18,6,5,19,1-30 DPD,39,Female,4000,Government,2.9,Dammam,Rented,Divorced,3,705,5,4,1,63.3,1,2,4,0,0,2,1,1,0
LN2024003928,CUS0003928,Personal Loan,2024-01-30,21300.0,36,22.8,822.0,8192.31,13,13,10,90,61-90 DPD,40,Female,9209,Salaried,13.5,Jeddah,Rented,Married,2,537,9,6,2,64.3,0,0,1,90,0,4,1,1,1
LN2024003929,CUS0003929,Consumer Durable,2024-09-24,2900.0,9,17.71,346.0,580.0,5,5,5,0,Current,27,Male,4000,Business Owner,4.8,Dammam,Rented,Single,3,565,6,4,1,32.8,1,1,3,0,0,0,0,0,0
LN2024003930,CUS0003930,Gold Loan,2023-11-15,10400.0,12,17.51,951.0,2080.0,15,12,12,0,Current,49,Female,4702,Government,0.5,Khobar,Owned,Married,0,672,7,6,0,38.6,1,2,4,0,0,0,0,0,0
LN2024003931,CUS0003931,Auto Loan,2024-08-24,49200.0,36,16.5,1742.0,9840.0,6,6,6,0,Current,57,Male,19199,Salaried,22.9,Tabuk,Rented,Single,0,461,5,2,1,87.3,0,1,1,0,0,0,0,0,0
LN2024003932,CUS0003932,Personal Loan,2024-01-23,80000.0,36,23.33,3111.0,16000.0,13,13,13,0,Current,43,Male,22249,Salaried,4.1,Riyadh,Company Provided,Single,0,686,13,9,0,35.1,2,2,3,30,0,0,0,0,0
LN2024003933,CUS0003933,Personal Loan,2024-06-06,26000.0,24,25.24,1391.0,5200.0,8,8,8,0,Current,54,Male,9454,Salaried,4.5,Jeddah,Company Provided,Married,2,746,11,6,0,43.5,1,6,6,0,0,0,0,0,0
LN2024003934,CUS0003934,Personal Loan,2024-11-09,32500.0,36,25.42,1299.0,6500.0,3,3,3,0,Current,43,Male,9202,Salaried,23.6,Jeddah,Rented,Married,3,741,11,9,1,21.8,1,3,5,0,0,0,0,0,0
LN2024003935,CUS0003935,Auto Loan,2024-05-19,29700.0,60,15.93,721.0,11220.0,9,9,7,51,31-60 DPD,26,Male,12693,Salaried,4.1,Jeddah,Rented,Divorced,2,540,8,5,1,53.2,1,3,3,60,0,1,0,0,1
LN2024003936,CUS0003936,Auto Loan,2023-12-08,21400.0,36,14.38,735.0,4280.0,14,14,14,0,Current,37,Female,10616,Salaried,2.6,Khobar,Rented,Married,5,554,9,6,0,55.4,1,1,4,0,0,0,0,0,0
LN2024003937,CUS0003937,Auto Loan,2024-07-26,27900.0,48,16.63,800.0,5580.0,7,7,7,0,Current,22,Male,8567,Salaried,5.1,Riyadh,Company Provided,Married,1,771,6,5,0,34.4,0,0,3,0,0,0,0,0,0
LN2024003938,CUS0003938,Consumer Durable,2024-09-12,9400.0,12,11.6,833.0,1880.0,5,5,5,0,Current,47,Male,4669,Salaried,11.2,Tabuk,Owned,Married,5,745,6,3,0,45.3,0,0,2,30,0,0,0,0,0
LN2024003939,CUS0003939,Personal Loan,2023-09-03,34200.0,24,22.88,1789.0,8449.41,17,17,16,10,1-30 DPD,55,Male,6990,Government,13.2,Dammam,Owned,Married,0,659,7,4,0,39.2,1,1,3,30,0,0,0,0,1
LN2024003940,CUS0003940,Personal Loan,2024-09-29,20200.0,18,25.44,1362.0,4040.0,5,5,5,0,Current,44,Male,4777,Salaried,3.6,Jeddah,Rented,Married,2,677,8,4,0,39.6,1,3,5,0,0,0,0,0,0
LN2024003941,CUS0003941,Personal Loan,2024-12-08,19500.0,24,24.68,1038.0,3900.0,2,2,2,0,Current,30,Male,9540,Salaried,1.5,Riyadh,Rented,Married,5,608,7,4,0,55.8,1,1,2,30,0,0,0,0,0
LN2024003942,CUS0003942,Personal Loan,2024-11-29,11800.0,24,19.94,600.0,11800.0,3,3,0,156,90+ DPD,50,Male,4244,Government,6.1,Jeddah,Rented,Married,2,673,9,6,0,16.5,0,0,0,0,0,5,1,1,1
LN2024003943,CUS0003943,Personal Loan,2024-07-15,19000.0,24,25.44,1018.0,3800.0,7,7,7,0,Current,29,Male,6293,Salaried,3.5,Riyadh,Family,Divorced,0,694,10,7,1,46.0,0,1,1,0,0,0,0,0,0
LN2024003944,CUS0003944,Credit Card,2024-01-15,4900.0,18,34.4,352.0,980.0,13,13,13,0,Current,43,Male,4000,Salaried,1.9,Riyadh,Family,Married,5,732,6,4,0,25.8,3,4,4,0,0,0,0,0,0
LN2024003945,CUS0003945,Consumer Durable,2024-10-26,2800.0,12,12.61,250.0,560.0,4,4,4,0,Current,46,Male,4000,Salaried,5.4,Dammam,Rented,Married,4,759,4,3,0,23.6,1,1,3,0,0,0,0,0,0
LN2024003946,CUS0003946,Personal Loan,2024-06-14,25100.0,24,18.93,1264.0,5020.0,8,8,8,0,Current,53,Female,9868,Salaried,2.9,Riyadh,Company Provided,Single,1,708,5,3,0,22.1,0,1,1,0,0,0,0,0,0
LN2024003947,CUS0003947,Personal Loan,2023-10-31,33100.0,48,23.0,1061.0,6620.0,16,16,16,0,Current,61,Male,10251,Salaried,6.5,Jeddah,Rented,Married,2,752,9,6,0,20.7,1,2,4,0,0,0,0,0,0
LN2024003948,CUS0003948,Personal Loan,2024-11-29,24200.0,18,20.54,1574.0,11293.33,3,3,2,18,1-30 DPD,38,Male,4878,Self-Employed,3.8,Tabuk,Rented,Married,1,700,2,1,0,57.2,0,1,2,0,0,1,0,0,0
LN2024003949,CUS0003949,Consumer Durable,2024-03-18,6600.0,6,12.98,1142.0,1320.0,11,6,6,0,Current,56,Female,4000,Salaried,4.5,Riyadh,Owned,Married,4,678,9,6,0,38.1,1,2,2,0,0,0,0,0,0
LN2024003950,CUS0003950,Auto Loan,2024-06-05,65300.0,48,12.42,1733.0,13060.0,8,8,8,0,Current,32,Female,15660,Salaried,0.8,Jeddah,Rented,Single,2,649,8,6,1,51.4,0,2,5,0,0,0,0,0,0
LN2024003951,CUS0003951,Auto Loan,2024-03-16,46100.0,36,12.23,1536.0,12572.73,11,11,10,18,1-30 DPD,37,Male,21000,Business Owner,7.1,Jeddah,Family,Single,5,684,6,4,0,52.8,0,4,7,0,0,1,1,1,0
LN2024003952,CUS0003952,Auto Loan,2023-12-24,47700.0,48,15.1,1330.0,9540.0,14,14,14,0,Current,41,Female,10231,Salaried,6.7,Jeddah,Rented,Married,3,776,9,4,0,23.0,0,0,3,30,0,0,0,0,0
LN2024003953,CUS0003953,Personal Loan,2024-01-26,21200.0,24,18.47,1063.0,5544.62,13,13,12,21,1-30 DPD,44,Female,7525,Salaried,6.8,Jeddah,Rented,Single,0,658,8,6,1,40.0,1,1,1,0,0,1,1,1,0
LN2024003954,CUS0003954,Personal Loan,2024-05-20,11100.0,48,21.14,345.0,2220.0,9,9,9,0,Current,45,Male,4000,Government,8.6,Khobar,Owned,Married,4,778,5,3,0,15.5,0,1,2,0,0,0,0,0,0
LN2024003955,CUS0003955,Personal Loan,2024-09-28,10000.0,24,20.41,511.0,2000.0,5,5,5,0,Current,59,Female,4000,Self-Employed,2.3,Dammam,Owned,Single,4,816,9,4,1,23.8,0,1,1,0,0,0,0,0,0
LN2024003956,CUS0003956,Gold Loan,2023-08-12,29400.0,18,13.91,1819.0,5880.0,18,18,18,0,Current,54,Male,14402,Salaried,1.2,Riyadh,Rented,Married,0,557,7,6,0,42.2,0,0,2,0,0,0,0,0,0
LN2024003957,CUS0003957,Gold Loan,2025-01-11,22800.0,24,14.34,1098.0,22800.0,1,1,0,29,1-30 DPD,29,Male,8618,Self-Employed,1.1,Riyadh,Family,Single,5,569,12,8,0,61.1,1,2,2,30,0,1,0,0,0
LN2024003958,CUS0003958,Consumer Durable,2024-10-18,6700.0,18,4.42,385.0,1340.0,4,4,4,0,Current,54,Male,4000,Government,20.5,Riyadh,Owned,Single,2,623,7,5,0,38.9,0,1,2,0,0,0,0,0,0
LN2024003959,CUS0003959,Consumer Durable,2024-07-15,11000.0,12,5.81,946.0,3457.14,7,7,6,26,1-30 DPD,41,Male,4000,Salaried,1.5,Khobar,Rented,Married,2,625,9,7,0,58.3,0,1,2,0,0,0,0,0,1
LN2024003960,CUS0003960,Personal Loan,2023-11-08,27600.0,24,25.13,1475.0,5520.0,15,15,15,0,Current,50,Male,6510,Business Owner,0.5,Riyadh,Rented,Married,2,744,6,5,0,31.1,2,3,4,0,0,0,0,0,0
LN2024003961,CUS0003961,Personal Loan,2023-10-07,28600.0,48,18.57,849.0,5720.0,16,16,16,0,Current,52,Male,6638,Salaried,13.2,Jeddah,Rented,Married,1,731,5,3,0,19.2,3,3,5,0,0,0,0,0,0
LN2024003962,CUS0003962,Gold Loan,2024-03-18,5800.0,24,14.35,279.0,1160.0,11,11,11,0,Current,39,Male,4000,Business Owner,6.8,Makkah,Owned,Married,2,729,9,5,0,29.3,1,3,3,0,0,0,0,0,0
LN2024003963,CUS0003963,Personal Loan,2024-07-25,12100.0,36,19.26,445.0,2420.0,7,7,7,0,Current,54,Male,4000,Self-Employed,3.8,Makkah,Company Provided,Single,0,755,12,6,0,53.3,1,3,5,0,0,0,0,0,0
LN2024003964,CUS0003964,Personal Loan,2024-04-16,15500.0,24,22.61,809.0,3100.0,10,10,10,0,Current,35,Male,4000,Salaried,1.3,Tabuk,Family,Divorced,4,637,4,2,0,31.6,2,3,5,0,0,0,0,0,0
LN2024003965,CUS0003965,Gold Loan,2024-10-23,15900.0,24,17.66,791.0,3180.0,4,4,4,0,Current,47,Female,4496,Salaried,19.5,Madinah,Rented,Married,0,648,10,6,1,47.8,1,3,3,0,0,0,0,0,0
LN2024003966,CUS0003966,Personal Loan,2023-10-22,16600.0,48,23.76,539.0,4980.0,16,16,14,44,31-60 DPD,44,Male,4222,Salaried,2.7,Khobar,Owned,Married,5,721,7,5,0,45.1,1,1,1,0,0,4,1,0,0
LN2024003967,CUS0003967,Personal Loan,2024-08-01,20100.0,24,19.06,1014.0,4020.0,6,6,6,0,Current,35,Male,4233,Self-Employed,11.9,Madinah,Owned,Married,1,474,12,6,0,58.9,0,0,0,60,1,0,0,0,0
LN2024003968,CUS0003968,Personal Loan,2024-01-24,41200.0,48,21.37,1284.0,8240.0,13,13,13,0,Current,41,Male,8414,Self-Employed,4.9,Makkah,Rented,Married,3,784,8,4,0,19.0,2,4,5,30,0,0,0,0,0
LN2024003969,CUS0003969,Personal Loan,2024-12-05,28600.0,24,21.17,1472.0,5720.0,2,2,2,0,Current,47,Female,8033,Salaried,7.2,Dammam,Rented,Married,2,615,8,6,0,58.0,0,1,1,60,0,0,0,0,0
LN2024003970,CUS0003970,Personal Loan,2024-09-21,25100.0,24,20.14,1279.0,5020.0,5,5,5,0,Current,49,Female,5507,Self-Employed,1.9,Tabuk,Owned,Married,0,690,5,3,0,49.1,2,4,5,0,0,0,0,0,0
LN2024003971,CUS0003971,Auto Loan,2024-08-29,21200.0,36,14.9,734.0,4240.0,6,6,6,0,Current,49,Male,6579,Salaried,1.9,Jeddah,Owned,Divorced,2,623,7,4,0,53.9,1,3,4,30,0,0,0,0,0
LN2024003972,CUS0003972,Auto Loan,2024-02-20,69300.0,60,15.61,1671.0,13860.0,12,12,12,0,Current,32,Male,16341,Self-Employed,5.7,Riyadh,Rented,Married,0,700,6,5,1,14.2,0,0,2,0,0,0,0,0,0
LN2024003973,CUS0003973,Personal Loan,2024-08-24,14400.0,24,18.87,725.0,2880.0,6,6,6,0,Current,40,Male,4841,Salaried,10.8,Makkah,Company Provided,Married,5,646,5,4,0,52.7,0,1,3,0,0,0,0,0,0
LN2024003974,CUS0003974,Consumer Durable,2024-12-31,8500.0,6,8.59,1452.0,1700.0,2,2,2,0,Current,58,Male,4000,Salaried,5.5,Jeddah,Family,Single,2,670,3,1,0,47.3,1,2,4,0,0,0,0,0,0
LN2024003975,CUS0003975,Auto Loan,2024-05-25,63400.0,36,17.14,2265.0,12680.0,9,9,9,0,Current,55,Male,29536,Salaried,12.0,Riyadh,Family,Single,2,621,7,5,1,59.7,0,0,1,0,0,0,0,0,0
LN2024003976,CUS0003976,Consumer Durable,2024-08-11,2400.0,9,6.83,274.0,480.0,6,6,6,0,Current,31,Female,4000,Business Owner,8.4,Riyadh,Family,Single,3,685,11,9,1,24.8,1,1,5,0,0,0,0,0,0
LN2024003977,CUS0003977,Personal Loan,2024-12-10,18500.0,36,19.04,679.0,3700.0,2,2,2,0,Current,55,Male,5681,Salaried,3.1,Jeddah,Rented,Divorced,5,514,9,5,0,82.1,0,0,0,30,0,0,0,0,0
LN2024003978,CUS0003978,Personal Loan,2024-01-01,24800.0,18,21.59,1625.0,8012.31,13,13,11,32,31-60 DPD,27,Male,5536,Salaried,7.1,Dammam,Family,Married,3,759,7,5,0,26.3,0,0,0,0,0,7,2,0,2
LN2024003979,CUS0003979,Consumer Durable,2023-12-14,3500.0,6,11.38,603.0,700.0,14,6,6,0,Current,37,Female,4000,Salaried,0.5,Jeddah,Rented,Single,4,726,9,6,0,24.5,2,2,3,0,0,0,0,0,0
LN2024003980,CUS0003980,Auto Loan,2024-01-14,44000.0,36,16.83,1565.0,8800.0,13,13,13,0,Current,34,Male,16845,Business Owner,5.4,Riyadh,Family,Single,0,601,8,5,0,39.1,0,1,3,60,0,0,0,0,0
LN2024003981,CUS0003981,Auto Loan,2023-11-11,23400.0,36,15.03,812.0,4680.0,15,15,15,0,Current,47,Male,4762,Salaried,13.9,Riyadh,Family,Single,3,789,5,3,0,12.9,0,0,2,0,0,0,0,0,0
LN2024003982,CUS0003982,Consumer Durable,2023-11-17,7800.0,12,4.71,667.0,1560.0,15,12,12,0,Current,47,Male,4000,Self-Employed,8.6,Jeddah,Family,Married,4,710,8,6,0,55.2,0,2,2,0,0,0,0,0,0
LN2024003983,CUS0003983,Credit Card,2023-12-20,4300.0,18,33.56,307.0,860.0,14,14,14,0,Current,38,Male,4000,Self-Employed,5.4,Jeddah,Family,Divorced,1,664,4,2,0,37.9,2,3,5,0,0,0,0,0,0
LN2024003984,CUS0003984,Auto Loan,2024-04-07,24900.0,24,12.59,1179.0,4980.0,10,10,10,0,Current,36,Female,7711,Government,3.1,Riyadh,Owned,Single,2,685,5,3,1,34.4,0,1,3,0,0,0,0,0,0
LN2024003985,CUS0003985,Gold Loan,2023-09-03,9300.0,18,16.34,586.0,1860.0,17,17,17,0,Current,31,Female,4000,Self-Employed,4.6,Jeddah,Owned,Married,3,608,8,5,0,50.7,2,2,3,0,0,0,0,0,0
LN2024003986,CUS0003986,Auto Loan,2024-08-31,20000.0,48,13.3,540.0,6666.67,6,6,5,25,1-30 DPD,43,Male,5380,Self-Employed,3.4,Khobar,Owned,Married,0,662,3,2,0,48.1,2,3,5,0,0,1,0,0,0
LN2024003987,CUS0003987,Consumer Durable,2023-09-13,2700.0,9,4.76,306.0,540.0,17,9,9,0,Current,44,Male,4000,Self-Employed,2.5,Riyadh,Family,Divorced,4,665,6,3,1,43.2,1,1,1,0,0,0,0,0,0
LN2024003988,CUS0003988,Personal Loan,2024-06-10,29600.0,24,25.01,1580.0,5920.0,8,8,8,0,Current,34,Male,11531,Government,1.5,Riyadh,Rented,Married,4,782,6,3,0,10.7,0,1,3,0,0,0,0,0,0
LN2024003989,CUS0003989,Personal Loan,2024-04-03,21500.0,36,24.45,849.0,4300.0,10,10,10,0,Current,28,Male,6916,Government,1.3,Tabuk,Family,Single,2,649,7,3,0,56.2,2,2,2,30,0,0,0,0,0
LN2024003990,CUS0003990,Consumer Durable,2023-12-15,5600.0,18,22.73,370.0,1440.0,14,14,13,20,1-30 DPD,46,Male,4000,Salaried,3.0,Other,Family,Single,2,665,3,1,0,47.3,0,0,0,0,0,2,0,0,0
LN2024003991,CUS0003991,Auto Loan,2025-01-27,22200.0,48,15.83,627.0,4440.0,1,1,1,0,Current,25,Female,6677,Salaried,8.5,Riyadh,Rented,Married,0,716,5,4,0,43.2,1,5,6,0,0,0,0,0,0
LN2024003992,CUS0003992,Consumer Durable,2023-11-28,9500.0,12,22.35,891.0,2533.33,15,12,11,22,1-30 DPD,52,Male,4000,Government,2.2,Dammam,Owned,Married,3,561,8,7,0,66.3,1,1,3,60,0,3,0,0,0
LN2024003993,CUS0003993,Auto Loan,2024-01-22,72100.0,24,17.07,3567.0,18856.92,13,13,12,28,1-30 DPD,60,Male,26888,Self-Employed,4.6,Khobar,Rented,Married,1,723,5,4,2,13.8,0,0,4,30,0,1,0,0,0
LN2024003994,CUS0003994,Consumer Durable,2023-10-21,2700.0,9,7.03,309.0,540.0,16,9,9,0,Current,46,Male,4000,Salaried,2.9,Riyadh,Owned,Divorced,2,687,7,4,0,49.8,0,1,1,0,0,0,0,0,0
LN2024003995,CUS0003995,Personal Loan,2023-10-21,16100.0,12,24.88,1529.0,4293.33,16,12,11,6,1-30 DPD,26,Male,5096,Government,0.5,Tabuk,Owned,Married,3,757,5,3,0,39.6,0,2,2,0,0,3,0,0,1
LN2024003996,CUS0003996,Auto Loan,2024-08-25,47600.0,48,12.3,1261.0,9520.0,6,6,6,0,Current,28,Male,14347,Salaried,2.1,Jeddah,Family,Married,3,617,9,6,0,40.3,1,1,2,0,0,0,0,0,0
LN2024003997,CUS0003997,Auto Loan,2025-01-14,36900.0,48,14.68,1021.0,7380.0,1,1,1,0,Current,46,Female,12272,Self-Employed,5.4,Other,Owned,Single,3,604,9,6,2,50.2,0,3,4,30,0,0,0,0,0
LN2024003998,CUS0003998,Consumer Durable,2024-10-23,3700.0,9,15.2,438.0,740.0,4,4,4,0,Current,37,Male,4000,Salaried,1.0,Riyadh,Owned,Divorced,0,777,11,9,0,31.3,0,0,0,0,0,0,0,0,0
LN2024003999,CUS0003999,Consumer Durable,2024-04-27,7800.0,18,12.97,479.0,1560.0,10,10,10,0,Current,53,Male,4000,Government,0.6,Jeddah,Rented,Divorced,2,553,5,3,0,69.3,1,1,2,0,0,0,0,0,0
LN2024004000,CUS0004000,Consumer Durable,2024-05-21,2100.0,9,9.17,242.0,793.33,9,9,7,39,31-60 DPD,45,Male,4000,Self-Employed,1.2,Riyadh,Company Provided,Married,2,676,6,5,1,47.3,1,1,1,0,0,5,4,3,0
LN2024004001,CUS0004001,Personal Loan,2023-12-22,35100.0,18,18.37,2246.0,7020.0,14,14,14,0,Current,40,Female,10641,Self-Employed,0.5,Jeddah,Company Provided,Married,0,648,8,5,0,24.7,1,3,4,0,1,0,0,0,0
LN2024004002,CUS0004002,Gold Loan,2024-06-30,5600.0,24,16.96,277.0,1120.0,8,8,8,0,Current,34,Male,4000,Salaried,16.2,Makkah,Rented,Married,2,633,6,3,0,44.2,1,2,4,30,0,0,0,0,0
LN2024004003,CUS0004003,Consumer Durable,2024-07-02,7600.0,6,16.71,1329.0,1520.0,7,6,6,0,Current,38,Male,4000,Salaried,8.4,Jeddah,Company Provided,Married,2,629,6,4,1,28.3,1,1,1,0,0,0,0,0,0
LN2024004004,CUS0004004,Personal Loan,2023-12-04,33500.0,12,23.06,3153.0,6700.0,14,12,12,0,Current,41,Female,12674,Government,0.5,Makkah,Family,Single,4,729,7,4,0,37.2,3,4,5,0,0,0,0,0,0
LN2024004005,CUS0004005,Credit Card,2024-07-05,6100.0,18,32.06,431.0,1220.0,7,7,7,0,Current,44,Male,4000,Salaried,7.5,Madinah,Owned,Married,0,709,4,2,0,41.9,2,3,5,0,0,0,0,0,0
LN2024004006,CUS0004006,Personal Loan,2023-08-20,21600.0,18,23.6,1437.0,4320.0,18,18,18,0,Current,44,Female,9792,Salaried,0.5,Makkah,Rented,Married,1,638,13,7,0,54.6,1,1,2,30,0,0,0,0,0
LN2024004007,CUS0004007,Personal Loan,2024-06-20,11400.0,24,23.33,599.0,3420.0,8,8,7,19,1-30 DPD,37,Female,4000,Salaried,18.8,Makkah,Family,Married,0,648,12,10,1,58.2,0,1,1,0,0,3,1,0,1
LN2024004008,CUS0004008,Auto Loan,2024-08-22,91400.0,36,13.84,3117.0,18280.0,6,6,6,0,Current,50,Male,19824,Business Owner,22.5,Madinah,Owned,Single,4,674,3,2,0,15.4,2,5,5,0,0,0,0,0,0
LN2024004009,CUS0004009,Personal Loan,2023-12-05,19500.0,48,24.33,639.0,3900.0,14,14,14,0,Current,45,Female,8701,Business Owner,0.5,Jeddah,Rented,Divorced,0,701,6,5,0,45.4,2,2,3,30,0,0,0,0,0
LN2024004010,CUS0004010,Personal Loan,2024-02-04,12300.0,36,24.98,489.0,2460.0,12,12,12,0,Current,51,Male,4000,Salaried,3.9,Jeddah,Family,Single,2,601,5,3,0,55.6,2,2,3,30,0,0,0,0,0
LN2024004011,CUS0004011,Consumer Durable,2024-02-26,3500.0,6,6.91,595.0,700.0,12,6,6,0,Current,46,Female,4000,Salaried,3.8,Dammam,Rented,Married,2,787,14,12,1,18.4,0,3,3,0,0,0,0,0,0
LN2024004012,CUS0004012,Personal Loan,2024-12-03,20500.0,18,18.34,1311.0,12300.0,2,2,1,15,1-30 DPD,57,Female,6343,Business Owner,6.0,Makkah,Rented,Married,2,690,4,3,0,36.9,3,3,3,0,0,5,3,1,0
LN2024004013,CUS0004013,Auto Loan,2024-12-22,43900.0,48,13.77,1195.0,43900.0,2,2,0,59,31-60 DPD,47,Male,14799,Salaried,0.9,Dammam,Rented,Divorced,0,607,7,5,1,44.5,1,3,4,0,0,0,0,0,1
LN2024004014,CUS0004014,Personal Loan,2024-10-15,27600.0,36,20.25,1029.0,5520.0,4,4,4,0,Current,61,Male,6038,Salaried,1.3,Riyadh,Rented,Married,3,577,5,3,1,61.9,0,0,1,0,0,0,0,0,0
LN2024004015,CUS0004015,Gold Loan,2023-12-02,15400.0,12,12.66,1373.0,3080.0,14,12,12,0,Current,46,Male,4000,Government,1.2,Jeddah,Family,Married,1,744,6,4,1,8.4,0,2,3,0,0,0,0,0,0
LN2024004016,CUS0004016,Auto Loan,2024-01-04,43400.0,60,16.17,1059.0,14021.54,13,13,11,42,31-60 DPD,40,Female,10071,Salaried,19.4,Jeddah,Rented,Single,4,675,9,5,0,37.2,0,0,3,0,0,3,2,1,1
LN2024004017,CUS0004017,Personal Loan,2024-02-10,22900.0,24,24.21,1213.0,4580.0,12,12,12,0,Current,47,Male,4976,Self-Employed,4.3,Jeddah,Rented,Married,4,641,6,5,0,65.1,3,5,7,60,0,0,0,0,0
LN2024004018,CUS0004018,Auto Loan,2023-08-23,37900.0,36,13.6,1288.0,9264.44,18,18,17,23,1-30 DPD,48,Female,17126,Salaried,1.2,Dammam,Family,Single,1,716,5,4,1,28.5,1,3,5,0,0,2,0,0,1
LN2024004019,CUS0004019,Auto Loan,2024-08-11,20000.0,48,15.67,563.0,4000.0,6,6,6,0,Current,37,Female,4546,Government,1.3,Riyadh,Family,Married,4,718,8,6,0,40.6,3,3,5,0,0,0,0,0,0
LN2024004020,CUS0004020,Personal Loan,2025-01-04,34800.0,18,20.67,2265.0,34800.0,1,1,0,60,31-60 DPD,40,Female,10303,Salaried,7.1,Dammam,Owned,Divorced,2,658,5,4,2,50.2,1,3,4,0,0,4,1,1,0
LN2024004021,CUS0004021,Consumer Durable,2023-12-30,2800.0,9,14.76,331.0,560.0,14,9,9,0,Current,31,Female,4000,Salaried,3.7,Riyadh,Owned,Married,1,812,11,5,0,41.3,0,0,1,0,0,0,0,0,0
LN2024004022,CUS0004022,Personal Loan,2023-11-23,23000.0,36,19.55,849.0,4600.0,15,15,15,0,Current,53,Female,5455,Government,3.2,Madinah,Rented,Single,4,762,7,5,0,41.7,2,3,4,30,0,0,0,0,0
LN2024004023,CUS0004023,Credit Card,2025-01-22,11300.0,24,27.96,620.0,2260.0,1,1,1,0,Current,46,Male,4000,Self-Employed,1.9,Madinah,Rented,Divorced,2,738,11,6,0,28.1,1,2,3,0,0,0,0,0,0
LN2024004024,CUS0004024,Gold Loan,2023-10-08,8300.0,24,17.02,410.0,1660.0,16,16,16,0,Current,35,Female,4000,Business Owner,10.2,Riyadh,Family,Married,4,611,11,8,1,72.5,0,0,2,0,0,0,0,0,0
LN2024004025,CUS0004025,Personal Loan,2024-01-15,14700.0,12,18.5,1351.0,4900.0,13,12,10,33,31-60 DPD,29,Male,5835,Self-Employed,5.0,Jeddah,Owned,Single,3,663,7,6,1,38.7,2,3,4,0,0,3,0,0,1
